Start Acceleration Y,End Acceleration Y,Max Jerk Y,Min Jerk Y
-3.758064499999989,5.684341886080802e-14,3.758064499999989,-3.758064499999989
0.0,0.0,3.758064499999989,-1.0000007932831068e-07
-5.684341886080802e-14,0.0,2.0000004496978363e-07,-1.0000007932831068e-07
-9.99999087980541e-08,0.0,2.0000004496978363e-07,-1.0000007932831068e-07
9.99999087980541e-08,-5.684341886080802e-14,2.0000004496978363e-07,-1.0000007932831068e-07
5.684341886080802e-14,-9.99999087980541e-08,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,9.99999087980541e-08,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,5.684341886080802e-14,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,0.0,2.0000004496978363e-07,-1.0000007932831068e-07
-1.0000002248489182e-07,0.0,2.0000004496978363e-07,-1.0000007932831068e-07
1.0000002248489182e-07,-2.842170943040401e-14,2.0000004496978363e-07,-1.0000007932831068e-07
-5.684341886080802e-14,-9.999996564147295e-08,2.0000004496978363e-07,-1.0000007932831068e-07
5.684341886080802e-14,9.999996564147295e-08,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,2.842170943040401e-14,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,0.0,2.0000004496978363e-07,-1.0000007932831068e-07
-1.0000002248489182e-07,-2.842170943040401e-14,2.0000004496978363e-07,-1.0000007932831068e-07
1.0000002248489182e-07,2.842170943040401e-14,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,-1.0000002248489182e-07,2.0000004496978363e-07,-1.0000007932831068e-07
0.0,1.0000002248489182e-07,2.0000004496978363e-07,-1.0000007932831068e-07
-5.684341886080802e-14,-2.842170943040401e-14,2.0000004496978363e-07,-1.0000007932831068e-07
5.684341886080802e-14,2.842170943040401e-14,2.0000004496978363e-07,-1.0000007932831068e-07
-1.0000002248489182e-07,0.0,2.0000004496978363e-07,-1.0000007932831068e-07
1.0000002248489182e-07,-2.842170943040401e-14,2.0000004496978363e-07,-1.0000005090660125e-07
0.0,-9.999996564147295e-08,2.0000004496978363e-07,-1.0000005090660125e-07
0.0,9.999996564147295e-08,2.0000004496978363e-07,-1.0000005090660125e-07
0.0,2.842170943040401e-14,2.0000004496978363e-07,-1.0000005090660125e-07
-5.684341886080802e-14,0.0,2.0000004496978363e-07,-1.0000005090660125e-07
-9.99999087980541e-08,-2.842170943040401e-14,2.0000004496978363e-07,-1.0000005090660125e-07
9.99999087980541e-08,2.842170943040401e-14,2.0000004496978363e-07,-1.0000005090660125e-07
5.684341886080802e-14,-1.0000002248489182e-07,2.0000004496978363e-07,-1.0000005090660125e-07
0.0,1.0000002248489182e-07,2.0000004496978363e-07,-1.0000005090660125e-07
0.0,-2.842170943040401e-14,2.0000004496978363e-07,-1.0000005090660125e-07
0.0,2.842170943040401e-14,2.0000004496978363e-07,-1.0000005090660125e-07
-5.684341886080802e-14,7.516128999999978,7.51612899999995,-1.0000005090660125e-07
-9.99999087980541e-08,2.842170943040401e-14,7.51612899999995,-7.51612899999995
