Start Acceleration Y,End Acceleration Y,Max Jerk Y,Min Jerk Y
0.16449208990039246,0.06055146245627031,0.9808375990896269,-2.5138848878129294
0.1644922334330002,0.06055132012413625,0.9808375990896269,-2.5138848878129294
0.1644922334330818,0.060551604788323464,0.9808375990896269,-2.5138848878129294
0.16449208990039246,0.06055132012413625,0.9808375990896269,-2.5138848878129294
0.1644922334330818,0.060551320124217156,0.9808375990896269,-2.5138848878129294
0.1644920899003109,0.060551604788242556,0.9808375990896269,-2.5138848878129294
0.1644922334330818,0.060551320124217156,0.9808375990896269,-2.5138848878129294
0.1644922334330818,0.060551462456189406,0.9808375990896269,-2.5138848878129294
0.1644920899003109,0.060551320124217156,0.9808375990896269,-2.5138848878129294
0.16449208990047406,0.060551604788242556,0.9808375990896269,-2.5138848878129294
6.753647859174313,0.060551320124217156,0.9808375990896269,-2.5138848878129294
-7.380426615259422,0.06055146245627031,0.9808375990896269,-2.5138848878129294
0.06328362508493483,0.06055132012405534,0.9808375990896269,0.6726629779275287
0.063283768617461,0.06055160478840437,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.06055132012413625,-0.6740509380123005,0.6726629779275287
0.06328362508485325,0.060551462456189406,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.060551320124217156,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.060551462456189406,-0.6740509380123005,0.6726629779275287
0.063283768617461,0.06055146245627031,-0.6740509380123005,0.6726629779275287
0.06328362508485325,0.06055146245627031,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.060551462456189406,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.060551320124217156,-0.6740509380123005,0.6726629779275287
0.06328362508477166,0.060551462456189406,-0.6740509380123005,0.6726629779275287
0.06328391215023192,0.06055146245627031,-0.6740509380123005,0.6726629779275287
0.06328362508485325,0.06055132012413625,-0.6740509380123005,0.6726629779275287
0.06328362508485325,0.060551462456189406,-0.6740509380123005,0.6726629779275287
0.06328391215023192,0.06055146245627031,-0.6740509380123005,0.6726629779275287
0.06328362508477166,0.06055146245627031,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.06055132012413625,-0.6740509380123005,0.6726629779275471
0.06328376861754259,0.06055146245627031,-0.6740509380123005,0.6726629779275471
0.06328362508485325,0.060551462456189406,-0.6740509380123005,0.6726629779275471
0.06328391215015033,0.06055146245627031,-0.6740509380123005,0.6726629779275471
0.06328362508485325,0.06055132012413625,-0.6740509380123005,0.6726629779275471
0.06328362508493483,0.06055146245627031,-0.6740509380123005,0.6726629779275471
0.06328391215006875,0.06055146245627031,-0.6740509380123005,0.6726629779275471
0.06328362508493483,0.060551462456189406,-0.6740509380123005,0.6726629779275471
0.063283768617461,0.06055132012413625,-0.6740509380123005,0.6726629779275471
0.06328362508493483,0.06055146245627031,-0.6740509380123005,0.6726629779275471
0.06328391215006875,0.060551462456189406,-0.6740509380123005,0.6726629779275471
0.06328362508493483,0.060551320124217156,-0.6740509380123005,0.6726629779275471
0.06328376861754259,0.060551604788323464,-0.6740509380123005,0.6726629779275471
0.06328362508477166,0.06055132012413625,-0.6740509380123005,0.6726629779275471
0.06328391215023192,0.06055132012413625,-0.6740509380123005,0.6726629779275471
0.06328362508485325,0.060551604788323464,-0.6740509380123367,0.6726629779275471
0.063283768617461,0.060551320124217156,-0.6740509380123367,0.6726629779275656
0.06328362508493483,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.06055132012413625,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328362508493483,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.06055132012413625,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328362508485325,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.06055132012413625,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328362508485325,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.06055132012413625,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328362508485325,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.060551320124217156,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328362508485325,0.06055146245627031,-0.6740509380123367,0.6726629779275656
0.06328376861754259,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.063283768617461,0.060551320124217156,-0.6740509380123367,0.6726629779275656
0.06328362508493483,0.060551462456189406,-0.6740509380123367,0.6726629779275656
0.06328391215015033,0.06055132012413625,-0.6740509380123367,0.6726629779275656
0.06328362508485325,0.06055160478840437,-0.6740509380123186,0.6726629779275656
0.06328362508485325,0.06055132012405534,-0.6740509380123186,0.6726629779275287
0.06328391215015033,0.06055146245627031,-0.6740509380123186,0.6726629779275287
0.06328362508493483,0.060551320124217156,-0.6740509380123186,0.6726629779275287
0.063283768617461,0.060551604788242556,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.060551320124217156,-0.6740509380123186,0.6726629779275287
0.06328362508485325,0.060551462456189406,-0.6740509380123186,0.6726629779275287
0.063283768617461,0.060551320124217156,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.060551604788242556,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.060551320124217156,-0.6740509380123186,0.6726629779275287
0.06328362508485325,0.06055132012413625,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.060551604788323464,-0.6740509380123186,0.6726629779275287
0.063283768617461,0.06055132012413625,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.06055146245627031,-0.6740509380123186,0.6726629779275287
0.06328362508485325,0.06055146245627031,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.06055132012405534,-0.6740509380123186,0.6726629779275287
0.06328376861754259,0.06055160478840437,-0.6740509380123005,0.6726629779275287
0.063283768617461,0.06055132012413625,-0.6740509380123005,0.6726629779275287
0.06328362508485325,0.06055132012413625,-0.6740509380123005,0.6726629779275287
0.06328376861754259,0.06055160478840437,-0.6740509380123005,0.6726629779275287
0.063283768617461,0.06055132012405534,-0.6740509380123005,0.6726629779275287
0.06328362508493483,0.06055146245627031,-0.6740509380123005,0.6726629779275287
